0000000000000 //data 0 : 0.0
0000000000000 //data 1 : 0.0
0000000000000 //data 2 : 0.0
0000000000000 //data 3 : 0.0
0000000110111 //data 4 : 3.4375
0000101100001 //data 5 : 22.0625
0000010011100 //data 6 : 9.75
0000000000000 //data 7 : 0.0
0000000000000 //data 8 : 0.0
0000000000010 //data 9 : 0.125
0000000000010 //data 10 : 0.125
0000000000000 //data 11 : 0.0
0000000000000 //data 12 : 0.0
0000000011101 //data 13 : 1.8125
0000000000000 //data 14 : 0.0
0000000000100 //data 15 : 0.25
0000000111010 //data 16 : 3.625
0000000000000 //data 17 : 0.0
0000000000000 //data 18 : 0.0
0000000000000 //data 19 : 0.0
0000000000000 //data 20 : 0.0
0000000000000 //data 21 : 0.0
0000010001111 //data 22 : 8.9375
0000001101000 //data 23 : 6.5
0000001011010 //data 24 : 5.625
0000000101000 //data 25 : 2.5
0000000000000 //data 26 : 0.0
0000000000001 //data 27 : 0.0625
0000001101001 //data 28 : 6.5625
0000000000000 //data 29 : 0.0
0000000011111 //data 30 : 1.9375
0000001111101 //data 31 : 7.8125
0000000000000 //data 32 : 0.0
0000000000000 //data 33 : 0.0
0000100110011 //data 34 : 19.1875
0000100111111 //data 35 : 19.9375
0000000000000 //data 36 : 0.0
0000000000000 //data 37 : 0.0
0000001101001 //data 38 : 6.5625
0000101011010 //data 39 : 21.625
0000000000000 //data 40 : 0.0
0000000000000 //data 41 : 0.0
0000000100100 //data 42 : 2.25
0000111010000 //data 43 : 29.0
0000101111000 //data 44 : 23.5
0000000000000 //data 45 : 0.0
0000000000000 //data 46 : 0.0
0000000000000 //data 47 : 0.0
0000001001001 //data 48 : 4.5625
0000011010001 //data 49 : 13.0625
0000010010100 //data 50 : 9.25
0000000000000 //data 51 : 0.0
0000000000000 //data 52 : 0.0
0000000000000 //data 53 : 0.0
0000000000000 //data 54 : 0.0
0000000000000 //data 55 : 0.0
0000000110100 //data 56 : 3.25
0000000111001 //data 57 : 3.5625
0000000000000 //data 58 : 0.0
0000000000000 //data 59 : 0.0
0000000000000 //data 60 : 0.0
0000000101001 //data 61 : 2.5625
0000010001100 //data 62 : 8.75
0000000000000 //data 63 : 0.0
0000000000101 //data 64 : 0.3125
0000010110110 //data 65 : 11.375
0000011010101 //data 66 : 13.3125
0000000000000 //data 67 : 0.0
0000001010001 //data 68 : 5.0625
0000011111110 //data 69 : 15.875
0000000001110 //data 70 : 0.875
0000000000000 //data 71 : 0.0
0000000000000 //data 72 : 0.0
0000000001110 //data 73 : 0.875
0000000100101 //data 74 : 2.3125
0000000000000 //data 75 : 0.0
0000000000000 //data 76 : 0.0
0000000001010 //data 77 : 0.625
0000000011011 //data 78 : 1.6875
0000000000000 //data 79 : 0.0
0000000000000 //data 80 : 0.0
0000000000000 //data 81 : 0.0
0000000000000 //data 82 : 0.0
0000000000000 //data 83 : 0.0
0000000000000 //data 84 : 0.0
0000011111000 //data 85 : 15.5
0000011101010 //data 86 : 14.625
0000000000000 //data 87 : 0.0
0000000000000 //data 88 : 0.0
0000000011100 //data 89 : 1.75
0000011000001 //data 90 : 12.0625
0000100110111 //data 91 : 19.4375
0000000000000 //data 92 : 0.0
0000000000000 //data 93 : 0.0
0000100101000 //data 94 : 18.5
0000101010001 //data 95 : 21.0625
0000000000000 //data 96 : 0.0
0000000000000 //data 97 : 0.0
0000001101100 //data 98 : 6.75
0000111000100 //data 99 : 28.25
0000000001001 //data 100 : 0.5625
0000000000000 //data 101 : 0.0
0000001010001 //data 102 : 5.0625
0000100100111 //data 103 : 18.4375
0000000000000 //data 104 : 0.0
0000000000000 //data 105 : 0.0
0000000000000 //data 106 : 0.0
0000010010011 //data 107 : 9.1875
0000000000000 //data 108 : 0.0
0000000000000 //data 109 : 0.0
0000000000000 //data 110 : 0.0
0000000000000 //data 111 : 0.0
0000000000000 //data 112 : 0.0
0000010111111 //data 113 : 11.9375
0001000001011 //data 114 : 32.6875
0000000000000 //data 115 : 0.0
0000000000000 //data 116 : 0.0
0000000000000 //data 117 : 0.0
0000001000010 //data 118 : 4.125
0000000000000 //data 119 : 0.0
0000000000000 //data 120 : 0.0
0000000000000 //data 121 : 0.0
0000000110111 //data 122 : 3.4375
0000000000000 //data 123 : 0.0
0000000000000 //data 124 : 0.0
0000000000000 //data 125 : 0.0
0000000000000 //data 126 : 0.0
0000000000000 //data 127 : 0.0
0000001110000 //data 128 : 7.0
0000000000000 //data 129 : 0.0
0000000000000 //data 130 : 0.0
0000000000000 //data 131 : 0.0
0000000000000 //data 132 : 0.0
0000010100110 //data 133 : 10.375
0000001100010 //data 134 : 6.125
0000000000000 //data 135 : 0.0
0000000000000 //data 136 : 0.0
0000000000110 //data 137 : 0.375
0000000000000 //data 138 : 0.0
0000000000000 //data 139 : 0.0
0000000001110 //data 140 : 0.875
0000000000111 //data 141 : 0.4375
0000000111101 //data 142 : 3.8125
0000000000000 //data 143 : 0.0
0000000001001 //data 144 : 0.5625
0000001110100 //data 145 : 7.25
0000000000000 //data 146 : 0.0
0000000000000 //data 147 : 0.0
0000001110110 //data 148 : 7.375
0001000110011 //data 149 : 35.1875
0000000010011 //data 150 : 1.1875
0000000000000 //data 151 : 0.0
0000000000000 //data 152 : 0.0
0000010011101 //data 153 : 9.8125
0000110000000 //data 154 : 24.0
0000011011010 //data 155 : 13.625
0000000000000 //data 156 : 0.0
0000000000000 //data 157 : 0.0
0000001111011 //data 158 : 7.6875
0000111010100 //data 159 : 29.25
0000010011110 //data 160 : 9.875
0000000000000 //data 161 : 0.0
0000000000000 //data 162 : 0.0
0000011001000 //data 163 : 12.5
0000011001011 //data 164 : 12.6875
0000011010101 //data 165 : 13.3125
0000000000000 //data 166 : 0.0
0000000000000 //data 167 : 0.0
0000000000000 //data 168 : 0.0
0000000000000 //data 169 : 0.0
0000000000000 //data 170 : 0.0
0000000000000 //data 171 : 0.0
0000000000000 //data 172 : 0.0
0000000000000 //data 173 : 0.0
0000000000000 //data 174 : 0.0
0000000000000 //data 175 : 0.0
0000000011000 //data 176 : 1.5
0000100001010 //data 177 : 16.625
0000110001000 //data 178 : 24.5
0000000000000 //data 179 : 0.0
0000000000000 //data 180 : 0.0
0000000000000 //data 181 : 0.0
0000010001000 //data 182 : 8.5
0000001011101 //data 183 : 5.8125
0000000000000 //data 184 : 0.0
0000000000000 //data 185 : 0.0
0000001000101 //data 186 : 4.3125
0000000101000 //data 187 : 2.5
0000001000110 //data 188 : 4.375
0000000101100 //data 189 : 2.75
0000000000000 //data 190 : 0.0
0000000000000 //data 191 : 0.0
0000000000000 //data 192 : 0.0
0000000100001 //data 193 : 2.0625
0000000000000 //data 194 : 0.0
0000000000000 //data 195 : 0.0
0000000000000 //data 196 : 0.0
0000000101100 //data 197 : 2.75
0000000000000 //data 198 : 0.0
0000000000000 //data 199 : 0.0
0000000000000 //data 200 : 0.0
0000000000000 //data 201 : 0.0
0000000000000 //data 202 : 0.0
0000000000111 //data 203 : 0.4375
0000000000000 //data 204 : 0.0
0000000000000 //data 205 : 0.0
0000000010011 //data 206 : 1.1875
0000000000000 //data 207 : 0.0
0000000000000 //data 208 : 0.0
0000000000000 //data 209 : 0.0
0000000000000 //data 210 : 0.0
0000000000000 //data 211 : 0.0
0000100000101 //data 212 : 16.3125
0000100101010 //data 213 : 18.625
0000000000000 //data 214 : 0.0
0000000000000 //data 215 : 0.0
0000000000000 //data 216 : 0.0
0000000000000 //data 217 : 0.0
0000010000011 //data 218 : 8.1875
0000100101111 //data 219 : 18.9375
0000000000000 //data 220 : 0.0
0000000000000 //data 221 : 0.0
0000000110011 //data 222 : 3.1875
0000010110101 //data 223 : 11.3125
0000000000000 //data 224 : 0.0
0000000000000 //data 225 : 0.0
0000000000000 //data 226 : 0.0
0000000000000 //data 227 : 0.0
0000000110111 //data 228 : 3.4375
0000001111100 //data 229 : 7.75
0001011001101 //data 230 : 44.8125
0001010000110 //data 231 : 40.375
0000000000000 //data 232 : 0.0
0000000000000 //data 233 : 0.0
0000000000000 //data 234 : 0.0
0000000000000 //data 235 : 0.0
0000000000000 //data 236 : 0.0
0000000000000 //data 237 : 0.0
0000010000100 //data 238 : 8.25
0000001001111 //data 239 : 4.9375
0000000100000 //data 240 : 2.0
0000100101011 //data 241 : 18.6875
0000000001110 //data 242 : 0.875
0000000000000 //data 243 : 0.0
0000000000000 //data 244 : 0.0
0000000000000 //data 245 : 0.0
0000010110000 //data 246 : 11.0
0000010011001 //data 247 : 9.5625
0000000000000 //data 248 : 0.0
0000000000000 //data 249 : 0.0
0000000000000 //data 250 : 0.0
0000010011010 //data 251 : 9.625
0000101001001 //data 252 : 20.5625
0000010010010 //data 253 : 9.125
0000000000000 //data 254 : 0.0
0000000000000 //data 255 : 0.0
0000001000101 //data 256 : 4.3125
0000000101100 //data 257 : 2.75
0000000000000 //data 258 : 0.0
0000000000000 //data 259 : 0.0
0000000000000 //data 260 : 0.0
0000000000000 //data 261 : 0.0
0000000000000 //data 262 : 0.0
0000000010100 //data 263 : 1.25
0000000010101 //data 264 : 1.3125
0000000000000 //data 265 : 0.0
0000000000000 //data 266 : 0.0
0000000011100 //data 267 : 1.75
0000000000000 //data 268 : 0.0
0000000000000 //data 269 : 0.0
0000000000000 //data 270 : 0.0
0000000000000 //data 271 : 0.0
0000000000011 //data 272 : 0.1875
0000000000000 //data 273 : 0.0
0000000000000 //data 274 : 0.0
0000001000010 //data 275 : 4.125
0000000000000 //data 276 : 0.0
0000000000000 //data 277 : 0.0
0000000000000 //data 278 : 0.0
0000000000000 //data 279 : 0.0
0000000000000 //data 280 : 0.0
0000000000000 //data 281 : 0.0
0000011010011 //data 282 : 13.1875
